1,2,3,4,5,6,7,8,9,10,11
4.3,2.2,,,,,,,,,
1.5,3.5,,,,,,,,,
7.6,12.5,,,,,,,,,
5.2,3.1,,,,,,,,,
5.4,20.1,,,,,,,,,
2.8,3.8,,,,,,,,,
3.9,2,,,,,,,,,
15.2,3.5,,,,,,,,,
0.4,5,,,,,,,,,
12.6,1.2,,,,,,,,,
12.2,1.5,,,,,,,,,
3.8,3.2,,,,,,,,,
6.6,1.4,,,,,,,,,
2.2,3.4,,,,,,,,,
0.7,3.1,,,,,,,,,
5.6,4.3,,,,,,,,,
0.6,0,,,,,,,,,
0.1,0,,,,,,,,,
3.9,8,,,,,,,,,
6.8,2.7,,,,,,,,,
3.2,3.3,,,,,,,,,
0.2,2.6,,,,,,,,,
3.4,2.2,,,,,,,,,
2.3,0.2,,,,,,,,,
3.7,2.4,,,,,,,,,
6.3,0,,,,,,,,,
5.3,0.9,,,,,,,,,
0.7,12.1,,,,,,,,,
1.9,0.8,,,,,,,,,
1.1,7.9,,,,,,,,,
4.4,3.2,,,,,,,,,
1,6.9,,,,,,,,,
18,3.4,,,,,,,,,
6.1,6.3,,,,,,,,,
1.3,6.5,,,,,,,,,
1.8,0,,,,,,,,,
6.9,2.9,,,,,,,,,
2.9,4.5,,,,,,,,,
0.8,4.5,,,,,,,,,
0.2,3.1,,,,,,,,,
12.9,2.8,,,,,,,,,
4.4,6.1,,,,,,,,,
3.8,0.1,,,,,,,,,
10.2,6.1,,,,,,,,,
0,9.8,,,,,,,,,
0.9,5.1,,,,,,,,,
0,2.7,,,,,,,,,
4.1,4.7,,,,,,,,,
4.1,0.1,,,,,,,,,
0.6,6.4,,,,,,,,,
2.4,8.7,,,,,,,,,
15.1,2.7,,,,,,,,,
3.8,1.9,,,,,,,,,
1.2,4.4,,,,,,,,,
7.9,2.8,,,,,,,,,
1,5.7,,,,,,,,,
5.7,4.2,,,,,,,,,
4.1,9.1,,,,,,,,,
1.2,0.7,,,,,,,,,
2.5,5.3,,,,,,,,,
4.5,7.8,,,,,,,,,
2.7,6.4,,,,,,,,,
3.4,2.3,,,,,,,,,
6.1,1.5,,,,,,,,,
0.4,0.3,,,,,,,,,
18.1,1.2,,,,,,,,,
2.4,10.7,,,,,,,,,
6.3,6.5,,,,,,,,,
1.8,2.4,,,,,,,,,
2.9,1.3,,,,,,,,,
6.3,7.6,,,,,,,,,
0,4,,,,,,,,,
3.5,6.3,,,,,,,,,
0.2,4.4,,,,,,,,,
4.2,6.8,,,,,,,,,
4.1,2.2,,,,,,,,,
4.1,2.3,,,,,,,,,
0.3,1.5,,,,,,,,,
2.5,1.9,,,,,,,,,
6.8,0.1,,,,,,,,,
5.1,3.5,,,,,,,,,
3.4,6.7,,,,,,,,,
2.9,1.3,,,,,,,,,
2.4,3.2,,,,,,,,,
28.4,3.3,,,,,,,,,
1,0.4,,,,,,,,,
0.5,2.7,,,,,,,,,
4.5,5.1,,,,,,,,,
6.4,4.3,,,,,,,,,
6.5,2.3,,,,,,,,,
7.9,4.7,,,,,,,,,
8.5,1.9,,,,,,,,,
0.5,2.2,,,,,,,,,
0.5,3.3,,,,,,,,,
1.9,4,,,,,,,,,
1.7,5.4,,,,,,,,,
2.5,7.3,,,,,,,,,
0.5,0.4,,,,,,,,,
6,2.9,,,,,,,,,
0.2,1.8,,,,,,,,,
4.1,6.1,,,,,,,,,
2,0,,,,,,,,,
8.5,4.1,,,,,,,,,
6.3,0.7,,,,,,,,,
1.5,7.5,,,,,,,,,
5.7,2.7,,,,,,,,,
3.4,2.3,,,,,,,,,
5.1,3.7,,,,,,,,,
5.1,1.2,,,,,,,,,
7.5,0.9,,,,,,,,,
4.9,0.3,,,,,,,,,
1.6,1.3,,,,,,,,,
3.4,0,,,,,,,,,
75.8,0.3,,,,,,,,,
3.2,0.4,,,,,,,,,
5.7,3,,,,,,,,,
2,0.3,,,,,,,,,
6.1,6.8,,,,,,,,,
3.2,13.1,,,,,,,,,
6.8,2.9,,,,,,,,,
3.8,3.8,,,,,,,,,
2.1,2.1,,,,,,,,,
5.8,2,,,,,,,,,
7.7,3.7,,,,,,,,,
0.5,1.7,,,,,,,,,
4.1,6.9,,,,,,,,,
7.1,2.9,,,,,,,,,
1.6,4.2,,,,,,,,,
2.7,2.2,,,,,,,,,
1.6,2.4,,,,,,,,,
5.8,4.9,,,,,,,,,
4.8,3.4,,,,,,,,,
1.9,19.7,,,,,,,,,
3.5,0.3,,,,,,,,,
3.1,0.4,,,,,,,,,
2.7,2.6,,,,,,,,,
4.5,6,,,,,,,,,
6.8,5.9,,,,,,,,,
4.6,1.6,,,,,,,,,
4.6,5.5,,,,,,,,,
2.9,6,,,,,,,,,
2.4,4.1,,,,,,,,,
0.6,3.8,,,,,,,,,
4.1,4.1,,,,,,,,,
2.4,1.9,,,,,,,,,
10.2,3.1,,,,,,,,,
3,0.2,,,,,,,,,
1.8,2,,,,,,,,,
3.3,4.5,,,,,,,,,
0.6,3.1,,,,,,,,,
3.2,0.3,,,,,,,,,
1.1,0.3,,,,,,,,,
3,3.8,,,,,,,,,
1.2,0.7,,,,,,,,,
2.2,3.8,,,,,,,,,
10.5,5.2,,,,,,,,,
6.7,0.1,,,,,,,,,
20.1,0.5,,,,,,,,,
7.2,1.3,,,,,,,,,
6.7,4,,,,,,,,,
6,6.6,,,,,,,,,
1.7,6,,,,,,,,,
2.7,5,,,,,,,,,
1.3,1.9,,,,,,,,,
7.5,1.6,,,,,,,,,
1.8,3,,,,,,,,,
0,1.8,,,,,,,,,
6.1,10.2,,,,,,,,,
0.8,4.5,,,,,,,,,
7.6,4.9,,,,,,,,,
0.5,2,,,,,,,,,
0.4,3.2,,,,,,,,,
9.5,2.7,,,,,,,,,
1.9,3.5,,,,,,,,,
5.1,3,,,,,,,,,
19.9,4.1,,,,,,,,,
8.9,2.2,,,,,,,,,
16.5,5.1,,,,,,,,,
2.7,0,,,,,,,,,
5.7,1.1,,,,,,,,,
3.8,30.8,,,,,,,,,
4.8,3.7,,,,,,,,,
2.3,1.1,,,,,,,,,
6.8,1.3,,,,,,,,,
1,0,,,,,,,,,
0.7,6.3,,,,,,,,,
3.9,2.4,,,,,,,,,
4.7,5.5,,,,,,,,,
11.6,0.6,,,,,,,,,
3.4,9.8,,,,,,,,,
5.7,34.7,,,,,,,,,
3.2,0.4,,,,,,,,,
4.3,8.1,,,,,,,,,
4.1,5.4,,,,,,,,,
0.9,1.2,,,,,,,,,
4.8,9.3,,,,,,,,,
3.1,3.1,,,,,,,,,
4.9,0.1,,,,,,,,,
1.8,8.8,,,,,,,,,
4.4,4.9,,,,,,,,,
2.4,3.4,,,,,,,,,
6.6,5.5,,,,,,,,,
1.2,1.7,,,,,,,,,
5.8,5.3,,,,,,,,,
4.7,0.2,,,,,,,,,
3.9,9.8,,,,,,,,,
1.6,3.2,,,,,,,,,
6,6.3,,,,,,,,,
2.3,6,,,,,,,,,
6.8,1.3,,,,,,,,,
2.2,10.4,,,,,,,,,
10.4,2.9,,,,,,,,,
1.2,0.8,,,,,,,,,
2.8,3.4,,,,,,,,,
7.5,3,,,,,,,,,
4.7,0.4,,,,,,,,,
4.6,1.3,,,,,,,,,
4.1,4.1,,,,,,,,,
5.2,1.3,,,,,,,,,
1.9,1.2,,,,,,,,,
0.2,3.8,,,,,,,,,
6.7,2.2,,,,,,,,,
1.8,2.3,,,,,,,,,
2.6,3.2,,,,,,,,,
3,7.5,,,,,,,,,
3.8,4.2,,,,,,,,,
1.9,0.3,,,,,,,,,
6.5,4.7,,,,,,,,,
4.3,4.1,,,,,,,,,
4.6,0.4,,,,,,,,,
5.7,8.2,,,,,,,,,
8.6,0.2,,,,,,,,,
6.6,0.5,,,,,,,,,
9.2,3.4,,,,,,,,,
8.6,3.1,,,,,,,,,
2.7,4.1,,,,,,,,,
2.7,13.9,,,,,,,,,
1.8,2.5,,,,,,,,,
2.5,2,,,,,,,,,
16.5,2,,,,,,,,,
0.6,0.3,,,,,,,,,
4.7,1.2,,,,,,,,,
2.3,4,,,,,,,,,
3.3,5,,,,,,,,,
1.6,3.4,,,,,,,,,
8.1,4,,,,,,,,,
3.8,8.1,,,,,,,,,
1.6,2.3,,,,,,,,,
0.7,0,,,,,,,,,
12.5,0,,,,,,,,,
2.9,4.9,,,,,,,,,
0.7,5.5,,,,,,,,,
3.8,3.1,,,,,,,,,
10.3,1,,,,,,,,,
0.3,0.4,,,,,,,,,
1,0.8,,,,,,,,,
2.4,5,,,,,,,,,
11.7,1.7,,,,,,,,,
3,1.7,,,,,,,,,
3.5,0.2,,,,,,,,,
1.4,0,,,,,,,,,
1.1,6.9,,,,,,,,,
6.1,3.1,,,,,,,,,
1.3,1.1,,,,,,,,,
6.3,6.4,,,,,,,,,
5.7,0.6,,,,,,,,,
3,0.5,,,,,,,,,
6.4,5.6,,,,,,,,,
3.8,5.1,,,,,,,,,
2,3.4,,,,,,,,,
4.5,0.1,,,,,,,,,
0.9,4.1,,,,,,,,,
19.9,0,,,,,,,,,
4.5,10.8,,,,,,,,,
1.4,0.8,,,,,,,,,
10.6,3.8,,,,,,,,,
0.9,3.1,,,,,,,,,
3.3,1.9,,,,,,,,,
4.2,3,,,,,,,,,
1.5,11.7,,,,,,,,,
4.7,2.7,,,,,,,,,
1.9,5.1,,,,,,,,,
9.2,0.3,,,,,,,,,
2.9,2.9,,,,,,,,,
6.4,1.6,,,,,,,,,
9.3,2.4,,,,,,,,,
2.7,3.9,,,,,,,,,
3.4,7.3,,,,,,,,,
5.6,3.3,,,,,,,,,
0.6,3.8,,,,,,,,,
6,4.8,,,,,,,,,
9.2,0.8,,,,,,,,,
2.3,4.4,,,,,,,,,
1,4.4,,,,,,,,,
4.7,1.3,,,,,,,,,
2.4,6.7,,,,,,,,,
3.8,2.6,,,,,,,,,
5,4.8,,,,,,,,,
6,1.6,,,,,,,,,
4.1,7.7,,,,,,,,,
0.5,1.6,,,,,,,,,
5,2.4,,,,,,,,,
3,3.4,,,,,,,,,
2.2,2.9,,,,,,,,,
18.8,3.2,,,,,,,,,
4.1,5.8,,,,,,,,,
4.3,0.4,,,,,,,,,
3.4,3.5,,,,,,,,,
0.8,0.3,,,,,,,,,
1.7,7.3,,,,,,,,,
3.4,3.4,,,,,,,,,
2.9,4.4,,,,,,,,,
1.9,2,,,,,,,,,
11.2,5.2,,,,,,,,,
1.9,1.6,,,,,,,,,
8.6,1.2,,,,,,,,,
0,1.6,,,,,,,,,
3.4,3.3,,,,,,,,,
3,0.9,,,,,,,,,
1.3,2.5,,,,,,,,,
0.9,0.5,,,,,,,,,
6,37.7,,,,,,,,,
3.2,5.6,,,,,,,,,
4.9,3.2,,,,,,,,,
7.3,3.4,,,,,,,,,
14.2,3.5,,,,,,,,,
4.5,4.1,,,,,,,,,
4.2,0.5,,,,,,,,,
3.2,4.6,,,,,,,,,
3.2,11.2,,,,,,,,,
3.4,3.1,,,,,,,,,
3.1,3.4,,,,,,,,,
0.7,3.5,,,,,,,,,
4.8,3.8,,,,,,,,,
2.2,16.2,,,,,,,,,
3.8,2.2,,,,,,,,,
3.2,2.9,,,,,,,,,
4.7,0.9,,,,,,,,,
4,10.4,,,,,,,,,
3,2,,,,,,,,,
2.7,7.6,,,,,,,,,
1.3,0.6,,,,,,,,,
2.3,2.9,,,,,,,,,
3.8,4.4,,,,,,,,,
4.8,5.4,,,,,,,,,
1.1,1.8,,,,,,,,,
0.3,4.6,,,,,,,,,
4.8,1,,,,,,,,,
1.3,4.2,,,,,,,,,
1,7.6,,,,,,,,,
7,7.6,,,,,,,,,
0.9,4.7,,,,,,,,,
2.9,5.5,,,,,,,,,
0.1,3.4,,,,,,,,,
2,0.1,,,,,,,,,
0.8,4.3,,,,,,,,,
0.6,5.4,,,,,,,,,
4.9,2.3,,,,,,,,,
4.1,2.3,,,,,,,,,
0.2,11,,,,,,,,,
0.8,1.4,,,,,,,,,
3.7,2.3,,,,,,,,,
4.4,0.3,,,,,,,,,
0,1.8,,,,,,,,,
1.8,3.4,,,,,,,,,
1,0,,,,,,,,,
9.1,7.2,,,,,,,,,
1.1,6.6,,,,,,,,,
4.3,2.2,,,,,,,,,
3.3,3,,,,,,,,,
0.9,11.2,,,,,,,,,
4.8,3.2,,,,,,,,,
2.7,2.5,,,,,,,,,
3.4,0.7,,,,,,,,,
4.8,0.4,,,,,,,,,
2.7,3.8,,,,,,,,,
3.5,2.2,,,,,,,,,
4.5,0.6,,,,,,,,,
4.1,10.2,,,,,,,,,
0,5.8,,,,,,,,,
6.9,0.9,,,,,,,,,
3.5,3.2,,,,,,,,,
3.9,1.3,,,,,,,,,
2.9,0.3,,,,,,,,,
1.8,7.6,,,,,,,,,
8.3,5.8,,,,,,,,,
3,3.1,,,,,,,,,
6.1,1.1,,,,,,,,,
2.9,0.4,,,,,,,,,
3.4,0.5,,,,,,,,,
4.5,4.3,,,,,,,,,
12.5,2.1,,,,,,,,,
8.7,3,,,,,,,,,
1.6,3.8,,,,,,,,,
5,2,,,,,,,,,
8.1,5.8,,,,,,,,,
3.8,1.4,,,,,,,,,
4.7,10.9,,,,,,,,,
2.5,9.9,,,,,,,,,
4,8.1,,,,,,,,,
4.2,1.9,,,,,,,,,
5.4,3.4,,,,,,,,,
5.4,0.8,,,,,,,,,
4.7,5.1,,,,,,,,,
3.6,0.5,,,,,,,,,
0.1,0.5,,,,,,,,,
5.4,3.7,,,,,,,,,
7.9,2.9,,,,,,,,,
1.1,0.1,,,,,,,,,
4.7,0.5,,,,,,,,,
3.4,4.5,,,,,,,,,
6.3,0.2,,,,,,,,,
1.3,4.1,,,,,,,,,
1.2,1.4,,,,,,,,,
6.5,6.2,,,,,,,,,
4.7,0.4,,,,,,,,,
5.1,11.8,,,,,,,,,
5.8,3.8,,,,,,,,,
1.2,0.4,,,,,,,,,
13.9,13.4,,,,,,,,,
5.3,1.3,,,,,,,,,
4.3,4.9,,,,,,,,,
3.5,2.5,,,,,,,,,
5.9,12.5,,,,,,,,,
1.6,2.4,,,,,,,,,
4.9,1.9,,,,,,,,,
4.9,12.5,,,,,,,,,
7.6,5,,,,,,,,,
3.5,5.1,,,,,,,,,
5,11.6,,,,,,,,,
3.2,4.3,,,,,,,,,
6,2,,,,,,,,,
1.2,17.2,,,,,,,,,
5.1,2.5,,,,,,,,,
0.4,3.6,,,,,,,,,
2.8,4.3,,,,,,,,,
4.5,4,,,,,,,,,
1.4,4.1,,,,,,,,,
7.5,13.9,,,,,,,,,
2.8,0.3,,,,,,,,,
6.1,3.7,,,,,,,,,
0.8,7.5,,,,,,,,,
3.8,7.6,,,,,,,,,
6.9,25.5,,,,,,,,,
12,10.7,,,,,,,,,
1.5,1.2,,,,,,,,,
0.6,2.4,,,,,,,,,
0.1,0,,,,,,,,,
2.7,6.5,,,,,,,,,
2.8,5.5,,,,,,,,,
1.1,1.3,,,,,,,,,
0.2,1.8,,,,,,,,,
4.5,1.4,,,,,,,,,
0.8,4.1,,,,,,,,,
1.4,2.7,,,,,,,,,
37.9,3.2,,,,,,,,,
1.8,11.6,,,,,,,,,
0.2,3.8,,,,,,,,,
1.2,1.6,,,,,,,,,
7.6,3.6,,,,,,,,,
1.7,4,,,,,,,,,
2.6,3.3,,,,,,,,,
1.9,11.2,,,,,,,,,
1,5.7,,,,,,,,,
2.2,3.3,,,,,,,,,
8,3.3,,,,,,,,,
2.5,7.7,,,,,,,,,
11.4,7.4,,,,,,,,,
0.7,3.8,,,,,,,,,
7.7,2,,,,,,,,,
2.9,0.3,,,,,,,,,
1.9,7.5,,,,,,,,,
3.2,7.9,,,,,,,,,
3.2,4.3,,,,,,,,,
0.6,9.5,,,,,,,,,
45.5,5.2,,,,,,,,,
1.7,2.9,,,,,,,,,
6.1,5.1,,,,,,,,,
1.6,1.2,,,,,,,,,
21,7.4,,,,,,,,,
2.2,0.5,,,,,,,,,
4.5,0.1,,,,,,,,,
6.4,3.5,,,,,,,,,
2.7,0.8,,,,,,,,,
1.1,5.8,,,,,,,,,
0.9,3.7,,,,,,,,,
0.6,1.7,,,,,,,,,
3.2,0.2,,,,,,,,,
1.2,8.7,,,,,,,,,
5.1,1.7,,,,,,,,,
4.5,2.3,,,,,,,,,
2.2,5.7,,,,,,,,,
2.4,2.1,,,,,,,,,
3.8,4.3,,,,,,,,,
0.6,2.1,,,,,,,,,
0.4,0,,,,,,,,,
1.7,5.1,,,,,,,,,
2.1,8.6,,,,,,,,,
0.3,3,,,,,,,,,
0.2,7.3,,,,,,,,,
6.2,8.6,,,,,,,,,
7.7,3.7,,,,,,,,,
2.5,1.2,,,,,,,,,
3.1,1.8,,,,,,,,,
3.9,2.6,,,,,,,,,
6.9,5,,,,,,,,,
1.3,2.9,,,,,,,,,
5.5,5.1,,,,,,,,,
3.4,1.9,,,,,,,,,
1.9,2.3,,,,,,,,,
2.1,0.5,,,,,,,,,
6.8,2.9,,,,,,,,,
3.8,0.7,,,,,,,,,
3.6,3.5,,,,,,,,,
1.3,6,,,,,,,,,
6.3,17.2,,,,,,,,,
7.3,1.3,,,,,,,,,
0.7,2.4,,,,,,,,,
4.2,5.9,,,,,,,,,
4,5.1,,,,,,,,,
3.5,2,,,,,,,,,
12.6,2.2,,,,,,,,,
2.1,3.4,,,,,,,,,
2.4,3.4,,,,,,,,,
7.4,3.9,,,,,,,,,
3,1.5,,,,,,,,,
1,4.5,,,,,,,,,
5.3,1.7,,,,,,,,,
9.9,5.2,,,,,,,,,
5.1,1.9,,,,,,,,,
1.6,0.7,,,,,,,,,
3.5,5.1,,,,,,,,,
2.2,1.9,,,,,,,,,
1.7,0.4,,,,,,,,,
2.5,4,,,,,,,,,
4.9,7.1,,,,,,,,,
17,2.7,,,,,,,,,
0,0.2,,,,,,,,,
1.3,7,,,,,,,,,
3.2,7.1,,,,,,,,,
7.6,1.9,,,,,,,,,
1.4,0.5,,,,,,,,,
3.2,3,,,,,,,,,
4.7,5.8,,,,,,,,,
1.3,4.9,,,,,,,,,
5.3,3.3,,,,,,,,,
3.5,3.4,,,,,,,,,
11.6,24.5,,,,,,,,,
11.4,4.1,,,,,,,,,
0.6,5.3,,,,,,,,,
6,0.7,,,,,,,,,
5.8,7.5,,,,,,,,,
0,1.2,,,,,,,,,
49.3,5.8,,,,,,,,,
2.1,1.3,,,,,,,,,
4.5,7.8,,,,,,,,,
3.2,2.6,,,,,,,,,
1.8,5.5,,,,,,,,,
0.9,4.4,,,,,,,,,
4.4,4.8,,,,,,,,,
3.7,7.3,,,,,,,,,
4.3,7.3,,,,,,,,,
0.6,3.7,,,,,,,,,
7,3,,,,,,,,,
3.9,1.6,,,,,,,,,
2.8,0,,,,,,,,,
0.7,0.6,,,,,,,,,
0.8,3.1,,,,,,,,,
4.4,4.3,,,,,,,,,
2.7,47.8,,,,,,,,,
3.5,0.1,,,,,,,,,
4.2,1,,,,,,,,,
7.9,4.2,,,,,,,,,
3.7,4.1,,,,,,,,,
3.7,4.8,,,,,,,,,
11.1,2,,,,,,,,,
7.5,17.6,,,,,,,,,
1.9,6.8,,,,,,,,,
4.5,7.5,,,,,,,,,
0,1.3,,,,,,,,,
13.1,2,,,,,,,,,
2.2,2.4,,,,,,,,,
2.6,1.1,,,,,,,,,
5.1,1.7,,,,,,,,,
3.8,1.8,,,,,,,,,
4.1,3.2,,,,,,,,,
29.9,2.9,,,,,,,,,
4.7,9.8,,,,,,,,,
2.4,2.3,,,,,,,,,
1.2,3.3,,,,,,,,,
0.8,4.6,,,,,,,,,
6.8,2,,,,,,,,,
1.1,4.4,,,,,,,,,
5.1,2.5,,,,,,,,,
5,0.9,,,,,,,,,
0.8,2,,,,,,,,,
1.6,0.2,,,,,,,,,
6.8,3.3,,,,,,,,,
1.3,3.1,,,,,,,,,
0.8,1.8,,,,,,,,,
5.7,0.2,,,,,,,,,
3.2,1.8,,,,,,,,,
3.8,5,,,,,,,,,
3.2,0.4,,,,,,,,,
4.5,3.3,,,,,,,,,
0,1.9,,,,,,,,,
0,0.7,,,,,,,,,
5.1,3.6,,,,,,,,,
3.4,3.7,,,,,,,,,
3.5,1.4,,,,,,,,,
7,4.7,,,,,,,,,
4,10.8,,,,,,,,,
3.2,0.6,,,,,,,,,
1.5,0.7,,,,,,,,,
3.3,5.7,,,,,,,,,
10.2,0.1,,,,,,,,,
0.7,2,,,,,,,,,
1.5,2.2,,,,,,,,,
6.1,0.5,,,,,,,,,
5.7,0.4,,,,,,,,,
5.6,2.6,,,,,,,,,
2.9,17,,,,,,,,,
0,23.1,,,,,,,,,
7.6,12.5,,,,,,,,,
0.4,4,,,,,,,,,
4.3,6.4,,,,,,,,,
0.2,0.8,,,,,,,,,
3.8,2.5,,,,,,,,,
9.5,8.5,,,,,,,,,
3.2,2.1,,,,,,,,,
6.9,7.8,,,,,,,,,
2.6,0.9,,,,,,,,,
6.1,3,,,,,,,,,
9.4,10.2,,,,,,,,,
2.4,2.1,,,,,,,,,
2.9,2.7,,,,,,,,,
3.6,7.9,,,,,,,,,
2.2,0.9,,,,,,,,,
0.9,0,,,,,,,,,
6.6,4.6,,,,,,,,,
6.8,0.2,,,,,,,,,
2.2,9.5,,,,,,,,,
4.4,0,,,,,,,,,
3.3,5.9,,,,,,,,,
1.7,2.7,,,,,,,,,
1.6,5.2,,,,,,,,,
2,2.7,,,,,,,,,
5,12.2,,,,,,,,,
5.2,6.6,,,,,,,,,
4.1,4.8,,,,,,,,,
2.5,2,,,,,,,,,
6.8,3.7,,,,,,,,,
3.5,1.1,,,,,,,,,
8,0.8,,,,,,,,,
3.5,5.7,,,,,,,,,
1.9,2,,,,,,,,,
1,7.4,,,,,,,,,
9,1.2,,,,,,,,,
4.2,5.5,,,,,,,,,
1,2.2,,,,,,,,,
4.7,3.6,,,,,,,,,
4.5,4.3,,,,,,,,,
6.1,4.1,,,,,,,,,
6.8,7.1,,,,,,,,,
3.5,6.2,,,,,,,,,
0.6,3.7,,,,,,,,,
1.5,3.1,,,,,,,,,
9.5,1.9,,,,,,,,,
2.4,0.2,,,,,,,,,
1.9,3.7,,,,,,,,,
0.1,0.6,,,,,,,,,
2.9,4.9,,,,,,,,,
2.4,3.3,,,,,,,,,
0.3,5.8,,,,,,,,,
8.6,75.8,,,,,,,,,
1.9,0.9,,,,,,,,,
4.1,2.7,,,,,,,,,
2.1,5.1,,,,,,,,,
7.8,5.1,,,,,,,,,
6.3,3.2,,,,,,,,,
3.5,2.7,,,,,,,,,
5.4,1,,,,,,,,,
0,6.9,,,,,,,,,
0,3.4,,,,,,,,,
1,1.7,,,,,,,,,
3.7,3.7,,,,,,,,,
2.4,3.4,,,,,,,,,
4.4,1.1,,,,,,,,,
3.8,1.1,,,,,,,,,
2.8,1.3,,,,,,,,,
4.1,2,,,,,,,,,
6.3,0.1,,,,,,,,,
6.9,0.3,,,,,,,,,
3.2,3,,,,,,,,,
0.6,3.8,,,,,,,,,
3,2.6,,,,,,,,,
8,2.3,,,,,,,,,
1.6,1.7,,,,,,,,,
1,2.6,,,,,,,,,
2.9,3.2,,,,,,,,,
6,3.4,,,,,,,,,
1.5,0.2,,,,,,,,,
2.9,4.1,,,,,,,,,
2,3.2,,,,,,,,,
6,3,,,,,,,,,
2.1,63.2,,,,,,,,,
1.6,1.9,,,,,,,,,
7,3.4,,,,,,,,,
15.3,1.2,,,,,,,,,
0.9,3.4,,,,,,,,,
0.2,3.3,,,,,,,,,
2.4,4.4,,,,,,,,,
1.7,0,,,,,,,,,
3.5,1.3,,,,,,,,,
3.8,0.4,,,,,,,,,
17.5,1.1,,,,,,,,,
6.3,2.8,,,,,,,,,
5.7,2.8,,,,,,,,,
4.2,7.1,,,,,,,,,
3.2,4.7,,,,,,,,,
8.2,1.6,,,,,,,,,
4.8,5.6,,,,,,,,,
5.7,2.1,,,,,,,,,
9,3.2,,,,,,,,,
2.4,0.4,,,,,,,,,
1.8,2.3,,,,,,,,,
2.7,3.7,,,,,,,,,
24.6,1.1,,,,,,,,,
3.5,1.8,,,,,,,,,
7.6,9.4,,,,,,,,,
3,2.8,,,,,,,,,
10,1.2,,,,,,,,,
0.5,7.1,,,,,,,,,
6.1,0.9,,,,,,,,,
3.6,4,,,,,,,,,
3,5.4,,,,,,,,,
0.3,1.2,,,,,,,,,
0.9,22,,,,,,,,,
4.5,1.5,,,,,,,,,
0.3,4.6,,,,,,,,,
3.2,11,,,,,,,,,
2.7,4.6,,,,,,,,,
11.4,5.7,,,,,,,,,
5.7,5.6,,,,,,,,,
5,3.8,,,,,,,,,
4,6,,,,,,,,,
1.8,11.6,,,,,,,,,
2.6,5.7,,,,,,,,,
3.3,2.5,,,,,,,,,
1.1,5.1,,,,,,,,,
2.7,1.9,,,,,,,,,
3.2,2.7,,,,,,,,,
4,5.7,,,,,,,,,
1.1,9.8,,,,,,,,,
4.7,2.4,,,,,,,,,
5.2,0.1,,,,,,,,,
6.8,0.9,,,,,,,,,
0.8,3.4,,,,,,,,,
0.2,4.4,,,,,,,,,
4.3,2.2,,,,,,,,,
4.4,3.1,,,,,,,,,
2.9,15.6,,,,,,,,,
4.4,1.3,,,,,,,,,
7.6,9.8,,,,,,,,,
11.7,7.5,,,,,,,,,
2.9,1.6,,,,,,,,,
4.2,0.3,,,,,,,,,
0.1,4.4,,,,,,,,,
6.8,4.5,,,,,,,,,
0.2,0.7,,,,,,,,,
4.1,5.1,,,,,,,,,
4.5,1.4,,,,,,,,,
3.2,4.5,,,,,,,,,
2.3,3.7,,,,,,,,,
4.5,0.4,,,,,,,,,
0.3,4.6,,,,,,,,,
3.4,0.9,,,,,,,,,
0.3,4,,,,,,,,,
1.6,0.6,,,,,,,,,
4,2.5,,,,,,,,,
9.5,1.8,,,,,,,,,
2.3,0.8,,,,,,,,,
22.4,3.8,,,,,,,,,
2.7,1.7,,,,,,,,,
3.4,8.3,,,,,,,,,
12.6,3.3,,,,,,,,,
1.8,4.8,,,,,,,,,
1.5,4.1,,,,,,,,,
12.7,6.8,,,,,,,,,
2.5,1.7,,,,,,,,,
6.4,2.4,,,,,,,,,
4.6,4.7,,,,,,,,,
12,1.8,,,,,,,,,
10.1,2.4,,,,,,,,,
3,0.9,,,,,,,,,
1.6,2.9,,,,,,,,,
6.6,1.7,,,,,,,,,
3.8,9.6,,,,,,,,,
0.9,1.1,,,,,,,,,
4.7,1.2,,,,,,,,,
4.1,3.8,,,,,,,,,
6.8,46.3,,,,,,,,,
6.3,3.8,,,,,,,,,
2.6,2.5,,,,,,,,,
3.5,0.6,,,,,,,,,
1.7,2.9,,,,,,,,,
4.8,3.3,,,,,,,,,
2.3,6.2,,,,,,,,,
3,0.7,,,,,,,,,
2.1,2.9,,,,,,,,,
2.5,4.6,,,,,,,,,
13.3,2.2,,,,,,,,,
1.9,0,,,,,,,,,
7.4,6.4,,,,,,,,,
6.6,8.1,,,,,,,,,
16,3.2,,,,,,,,,
9.3,4.1,,,,,,,,,
0.9,5.6,,,,,,,,,
3.7,0.6,,,,,,,,,
4.6,3.8,,,,,,,,,
1.4,4.1,,,,,,,,,
1.8,4.3,,,,,,,,,
3.4,2.2,,,,,,,,,
12.3,4.1,,,,,,,,,
8.5,3.1,,,,,,,,,
6.9,4.1,,,,,,,,,
0.2,5,,,,,,,,,
10.8,6,,,,,,,,,
11.4,18.4,,,,,,,,,
4.1,5.1,,,,,,,,,
6.6,1.8,,,,,,,,,
0.8,8.8,,,,,,,,,
1.1,4.5,,,,,,,,,
2.5,4.3,,,,,,,,,
1.4,1.5,,,,,,,,,
4.4,1.8,,,,,,,,,
6.4,3.4,,,,,,,,,
1.9,5,,,,,,,,,
0,4.1,,,,,,,,,
4.2,3.8,,,,,,,,,
1.1,1.2,,,,,,,,,
2.4,0.6,,,,,,,,,
7.1,3.4,,,,,,,,,
